filename,directory,size_1x,prompt
boy_impatient.png,src/assets/png/characters,80x120,"Use the same boy character design across all moods (same face, hairstyle, clothing, colors, proportions). This is the boy character: Young boy around 7–9 years old, short spiky hair, colorful t-shirt and shorts, sneakers, energetic stance. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: impatient and whiny — arms dangling, head tilted back, mouth open complaining. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
boy_urgent.png,src/assets/png/characters,80x120,"Use the same boy character design across all moods (same face, hairstyle, clothing, colors, proportions). This is the boy character: Young boy around 7–9 years old, short spiky hair, colorful t-shirt and shorts, sneakers, energetic stance. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: urgent and terrified — running pose, looking back over shoulder, eyes wide with fear, sweat drops. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
girl_neutral.png,src/assets/png/characters,80x120,"Use the same girl character design across all moods (same face, hairstyle, clothing, colors, proportions). This is the girl character: Young girl around 7–9 years old, pigtails tied with colorful bands, bright dress or t-shirt with a skirt, sandals, cheerful face. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: neutral, cheerful. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
girl_impatient.png,src/assets/png/characters,80x120,"Use the same girl character design across all moods (same face, hairstyle, clothing, colors, proportions). This is the girl character: Young girl around 7–9 years old, pigtails tied with colorful bands, bright dress or t-shirt with a skirt, sandals, cheerful face. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: impatient and pouty — hands on hips, lips pursed, one foot stamping. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
girl_urgent.png,src/assets/png/characters,80x120,"Use the same girl character design across all moods (same face, hairstyle, clothing, colors, proportions). This is the girl character: Young girl around 7–9 years old, pigtails tied with colorful bands, bright dress or t-shirt with a skirt, sandals, cheerful face. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: urgent and crying — tears flying off face, pigtails raised up in panic, reaching forward desperately. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
dog2_neutral.png,src/assets/png/characters,80x120,"Use the same dog2 character design across all moods (same breed, markings, colors, proportions). This is the dog2 character: Small fluffy white dog (like a Maltese or Bichon), standing on all fours, tiny black button eyes, pink tongue peeking out, fluffy pompom tail. Different from the existing dog which is a large tan-and-white boxer-mix. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: neutral, happy. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
dog2_impatient.png,src/assets/png/characters,80x120,"Use the same dog2 character design across all moods (same breed, markings, colors, proportions). This is the dog2 character: Small fluffy white dog (like a Maltese or Bichon), standing on all fours, tiny black button eyes, pink tongue peeking out, fluffy pompom tail. Different from the existing dog which is a large tan-and-white boxer-mix. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: impatient and demanding — scratching at the ground, ears perked forward, staring intently with narrowed eyes. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
dog2_urgent.png,src/assets/png/characters,80x120,"Use the same dog2 character design across all moods (same breed, markings, colors, proportions). This is the dog2 character: Small fluffy white dog (like a Maltese or Bichon), standing on all fours, tiny black button eyes, pink tongue peeking out, fluffy pompom tail. Different from the existing dog which is a large tan-and-white boxer-mix. Single character, 2010s Flash game style, thick black outlines, flat bright colors, slight asymmetry, goofy and funny. Expression: urgent and frantic — spinning in place, fur puffed out, eyes bulging, tiny legs blurring with speed. Full body, centered. Transparent background. 2D vector-like, no 3D, no gradients."
water_bottle.png,src/assets/png/items,56x56,"Single item icon: plastic water bottle. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
snack_bamba.png,src/assets/png/items,56x56,"Single item icon: Bamba snack bag (Israeli puffed peanut snack, orange bag with the iconic Bamba baby logo). 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
snack_bisli.png,src/assets/png/items,56x56,"Single item icon: Bisli snack bag (Israeli crunchy snack, purple/dark bag). 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
ball.png,src/assets/png/items,56x56,"Single item icon: rubber toy ball with colorful segments. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
phone_charger.png,src/assets/png/items,56x56,"Single item icon: phone USB charging cable coiled with a plug end visible. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
walkie_talkie.png,src/assets/png/items,56x56,"Single item icon: handheld walkie-talkie radio with antenna extended. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
backpack.png,src/assets/png/items,72x72,"Single item icon: green school backpack, front-facing, with zipper and straps visible. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
toilet_paper.png,src/assets/png/items,56x56,"Single item icon: roll of toilet paper. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
flashlight.png,src/assets/png/items,56x56,"Single item icon: handheld flashlight, switched on with a visible beam of light coming from the front. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
deck_of_cards.png,src/assets/png/items,56x56,"Single item icon: a deck of playing cards fanned out slightly, showing the top card face (e.g. ace of spades). 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
stuffed_animal.png,src/assets/png/items,56x56,"Single item icon: cute stuffed teddy bear toy. 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
sandwich.png,src/assets/png/items,56x56,"Single item icon: sandwich cut diagonally showing layers of filling (lettuce, cheese, tomato). 2010s Flash game style, thick black outlines, flat bright colors, no gradients. Transparent background. Centered, filling most of the canvas."
corridor.png,src/assets/png/backgrounds,390x844,"Israeli mamad (residential bomb shelter / safe room) corridor. Narrow concrete hallway, fluorescent emergency lighting, metal blast door at the far end, scuff marks on walls, slightly claustrophobic. 2010s Flash game style, thick black outlines, flat colors, no photorealism. Full scene, portrait orientation, no transparent areas."
